id_new;IdCase;msgFlow;concept:name;msgInstanceId;msgType;org:group;time:timestamp;eventType
66;case_112;Payment;Payment Received;Payment_187;send;Customer;2021-06-16 11:39:48.848000+02:00;
66;case_112;Ticket;Ticket Received;Ticket_189;receive;Customer;2021-06-16 11:40:12.525000+02:00;notification
66;case_112;Confirmation;Booking Confirmed;Confirmation_188;receive;Customer;2021-06-16 11:40:15.987000+02:00;notification
77;case_115;Offer;Check Travel Offer;Offer_190;receive;Customer;2021-06-16 11:40:22.821000+02:00;
77;case_115;Travel;Book Travel;Travel_191;send;Customer;2021-06-16 11:40:32.366000+02:00;
77;case_115;Travel;Book Received;Travel_191;send;Customer;2021-06-16 11:40:32.366000+02:00;
77;case_115;Payment;Pay Travel;Payment_192;send;Customer;2021-06-16 11:40:35.894000+02:00;
77;case_115;Payment;Payment Received;Payment_192;send;Customer;2021-06-16 11:40:35.894000+02:00;
77;case_115;Ticket;Ticket Received;Ticket_194;receive;Customer;2021-06-16 11:41:22.242000+02:00;notification
77;case_115;Confirmation;Booking Confirmed;Confirmation_193;receive;Customer;2021-06-16 11:41:30.723000+02:00;notification
88;case_118;Offer;Check Travel Offer;Offer_195;receive;Customer;2021-06-16 11:41:38.954000+02:00;
88;case_118;Travel;Book Travel;Travel_196;send;Customer;2021-06-16 11:41:42.261000+02:00;
88;case_118;Travel;Book Received;Travel_196;send;Customer;2021-06-16 11:41:42.261000+02:00;
88;case_118;Payment;Pay Travel;Payment_197;send;Customer;2021-06-16 11:41:48.570000+02:00;
88;case_118;Payment;Payment Received;Payment_197;send;Customer;2021-06-16 11:41:48.570000+02:00;
88;case_118;Ticket;Ticket Received;Ticket_199;receive;Customer;2021-06-16 11:42:21.343000+02:00;notification
88;case_118;Confirmation;Booking Confirmed;Confirmation_198;receive;Customer;2021-06-16 11:42:24.436000+02:00;notification
99;case_121;Offer;Check Travel Offer;Offer_200;receive;Customer;2021-06-16 11:42:30.522000+02:00;
99;case_121;Travel;Book Travel;Travel_201;send;Customer;2021-06-16 11:42:31.701000+02:00;
99;case_121;Travel;Book Received;Travel_201;send;Customer;2021-06-16 11:42:31.701000+02:00;
99;case_121;Payment;Pay Travel;Payment_202;send;Customer;2021-06-16 11:42:45.495000+02:00;
99;case_121;Payment;Payment Received;Payment_202;send;Customer;2021-06-16 11:42:45.495000+02:00;
99;case_121;Ticket;Ticket Received;Ticket_204;receive;Customer;2021-06-16 11:43:30.337000+02:00;notification
99;case_121;Confirmation;Booking Confirmed;Confirmation_203;receive;Customer;2021-06-16 11:43:30.477000+02:00;notification
1010;case_124;Offer;Check Travel Offer;Offer_205;receive;Customer;2021-06-16 11:43:36.304000+02:00;
1010;case_124;Offer;Check Travel Offer;Offer_205;receive;Customer;2021-06-16 11:43:45.381000+02:00;
1010;case_124;Travel;Book Travel;Travel_206;send;Customer;2021-06-16 11:43:52.135000+02:00;
1010;case_124;Travel;Book Received;Travel_206;send;Customer;2021-06-16 11:43:52.135000+02:00;
1010;case_124;Payment;Pay Travel;Payment_207;send;Customer;2021-06-16 11:44:02.326000+02:00;
1010;case_124;Payment;Payment Received;Payment_207;send;Customer;2021-06-16 11:44:02.326000+02:00;
1010;case_124;Ticket;Ticket Received;Ticket_209;receive;Customer;2021-06-16 11:45:01.996000+02:00;notification
1010;case_124;Confirmation;Booking Confirmed;Confirmation_208;receive;Customer;2021-06-16 11:45:02.666000+02:00;notification
1111;case_127;Offer;Check Travel Offer;Offer_210;receive;Customer;2021-06-16 11:45:07.046000+02:00;
1111;case_127;Offer;Check Travel Offer;Offer_210;receive;Customer;2021-06-16 11:45:23.604000+02:00;
1111;case_127;Offer;Check Travel Offer;Offer_210;receive;Customer;2021-06-16 11:45:40.596000+02:00;
1111;case_127;Travel;Book Travel;Travel_211;send;Customer;2021-06-16 11:45:41.838000+02:00;
1111;case_127;Travel;Book Received;Travel_211;send;Customer;2021-06-16 11:45:41.838000+02:00;
1111;case_127;Payment;Pay Travel;Payment_212;send;Customer;2021-06-16 11:45:57.275000+02:00;
1111;case_127;Payment;Payment Received;Payment_212;send;Customer;2021-06-16 11:45:57.275000+02:00;
1111;case_127;Ticket;Ticket Received;Ticket_214;receive;Customer;2021-06-16 11:46:25.166000+02:00;notification
1111;case_127;Confirmation;Booking Confirmed;Confirmation_213;receive;Customer;2021-06-16 11:46:29.503000+02:00;notification
1212;case_13;Offer;Check Travel Offer;Offer_20;receive;Customer;2021-06-16 11:01:38.819000+02:00;
1212;case_13;Offer;Check Travel Offer;Offer_20;receive;Customer;2021-06-16 11:01:42.137000+02:00;
1212;case_13;Offer;Check Travel Offer;Offer_20;receive;Customer;2021-06-16 11:01:57.326000+02:00;
1212;case_13;Offer;Check Travel Offer;Offer_20;receive;Customer;2021-06-16 11:02:10.862000+02:00;
1212;case_13;Travel;Book Travel;Travel_21;send;Customer;2021-06-16 11:02:17.347000+02:00;
1212;case_13;Travel;Book Received;Travel_21;send;Customer;2021-06-16 11:02:17.347000+02:00;
1212;case_13;Payment;Pay Travel;Payment_22;send;Customer;2021-06-16 11:02:31.063000+02:00;
1212;case_13;Payment;Payment Received;Payment_22;send;Customer;2021-06-16 11:02:31.063000+02:00;
1212;case_13;Ticket;Ticket Received;Ticket_24;receive;Customer;2021-06-16 11:02:54.176000+02:00;notification
1212;case_13;Confirmation;Booking Confirmed;Confirmation_23;receive;Customer;2021-06-16 11:02:55.451000+02:00;notification
1313;case_130;Offer;Check Travel Offer;Offer_215;receive;Customer;2021-06-16 11:46:35.237000+02:00;
1313;case_130;Travel;Book Travel;Travel_216;send;Customer;2021-06-16 11:46:39.488000+02:00;
1313;case_130;Travel;Book Received;Travel_216;send;Customer;2021-06-16 11:46:39.488000+02:00;
1313;case_130;Payment;Pay Travel;Payment_217;send;Customer;2021-06-16 11:46:48.937000+02:00;
1313;case_130;Payment;Payment Received;Payment_217;send;Customer;2021-06-16 11:46:48.937000+02:00;
1313;case_130;Ticket;Ticket Received;Ticket_219;receive;Customer;2021-06-16 11:47:06.490000+02:00;notification
1313;case_130;Confirmation;Booking Confirmed;Confirmation_218;receive;Customer;2021-06-16 11:47:07.014000+02:00;notification
1414;case_133;Offer;Check Travel Offer;Offer_220;receive;Customer;2021-06-16 11:47:18.768000+02:00;
1414;case_133;Travel;Book Travel;Travel_221;send;Customer;2021-06-16 11:47:21.353000+02:00;
1414;case_133;Travel;Book Received;Travel_221;send;Customer;2021-06-16 11:47:21.353000+02:00;
1414;case_133;Payment;Pay Travel;Payment_222;send;Customer;2021-06-16 11:47:24.166000+02:00;
1414;case_133;Payment;Payment Received;Payment_222;send;Customer;2021-06-16 11:47:24.166000+02:00;
1414;case_133;Ticket;Ticket Received;Ticket_224;receive;Customer;2021-06-16 11:47:55.886000+02:00;notification
1414;case_133;Confirmation;Booking Confirmed;Confirmation_223;receive;Customer;2021-06-16 11:48:03.863000+02:00;notification
1515;case_136;Offer;Check Travel Offer;Offer_225;receive;Customer;2021-06-16 11:48:13.513000+02:00;
1515;case_136;Offer;Check Travel Offer;Offer_225;receive;Customer;2021-06-16 11:48:19.856000+02:00;
1515;case_136;Offer;Check Travel Offer;Offer_225;receive;Customer;2021-06-16 11:48:22.884000+02:00;
1515;case_136;Travel;Book Travel;Travel_226;send;Customer;2021-06-16 11:48:32.600000+02:00;
1515;case_136;Travel;Book Received;Travel_226;send;Customer;2021-06-16 11:48:32.600000+02:00;
1515;case_136;Payment;Pay Travel;Payment_227;send;Customer;2021-06-16 11:48:36.159000+02:00;
1515;case_136;Payment;Payment Received;Payment_227;send;Customer;2021-06-16 11:48:36.159000+02:00;
1515;case_136;Ticket;Ticket Received;Ticket_229;receive;Customer;2021-06-16 11:49:08.934000+02:00;notification
1515;case_136;Confirmation;Booking Confirmed;Confirmation_228;receive;Customer;2021-06-16 11:49:21.093000+02:00;notification
1616;case_139;Offer;Check Travel Offer;Offer_230;receive;Customer;2021-06-16 11:49:30.460000+02:00;
1616;case_139;Travel;Book Travel;Travel_231;send;Customer;2021-06-16 11:49:55.738000+02:00;
1616;case_139;Travel;Book Received;Travel_231;send;Customer;2021-06-16 11:49:55.738000+02:00;
1616;case_139;Payment;Pay Travel;Payment_232;send;Customer;2021-06-16 11:50:13.184000+02:00;
1616;case_139;Payment;Payment Received;Payment_232;send;Customer;2021-06-16 11:50:13.184000+02:00;
1616;case_139;Ticket;Ticket Received;Ticket_234;receive;Customer;2021-06-16 11:50:35.327000+02:00;notification
1616;case_139;Confirmation;Booking Confirmed;Confirmation_233;receive;Customer;2021-06-16 11:50:38.210000+02:00;notification
1717;case_142;Offer;Check Travel Offer;Offer_235;receive;Customer;2021-06-16 11:50:42.951000+02:00;
1717;case_142;Travel;Book Travel;Travel_236;send;Customer;2021-06-16 11:50:55.481000+02:00;
1717;case_142;Travel;Book Received;Travel_236;send;Customer;2021-06-16 11:50:55.481000+02:00;
1717;case_142;Payment;Pay Travel;Payment_237;send;Customer;2021-06-16 11:50:58.017000+02:00;
1717;case_142;Payment;Payment Received;Payment_237;send;Customer;2021-06-16 11:50:58.017000+02:00;
1717;case_142;Ticket;Ticket Received;Ticket_239;receive;Customer;2021-06-16 11:51:17.018000+02:00;notification
1717;case_142;Confirmation;Booking Confirmed;Confirmation_238;receive;Customer;2021-06-16 11:51:28.658000+02:00;notification
1818;case_145;Offer;Check Travel Offer;Offer_240;receive;Customer;2021-06-16 11:51:36.229000+02:00;
1818;case_145;Travel;Book Travel;Travel_241;send;Customer;2021-06-16 11:51:40.264000+02:00;
1818;case_145;Travel;Book Received;Travel_241;send;Customer;2021-06-16 11:51:40.264000+02:00;
1818;case_145;Payment;Pay Travel;Payment_242;send;Customer;2021-06-16 11:51:41.151000+02:00;
1818;case_145;Payment;Payment Received;Payment_242;send;Customer;2021-06-16 11:51:41.151000+02:00;
1818;case_145;Ticket;Ticket Received;Ticket_244;receive;Customer;2021-06-16 11:52:34.151000+02:00;notification
1818;case_145;Confirmation;Booking Confirmed;Confirmation_243;receive;Customer;2021-06-16 11:52:34.237000+02:00;notification
1919;case_148;Offer;Check Travel Offer;Offer_245;receive;Customer;2021-06-16 11:52:50.787000+02:00;
1919;case_148;Travel;Book Travel;Travel_246;send;Customer;2021-06-16 11:53:01.644000+02:00;
1919;case_148;Travel;Book Received;Travel_246;send;Customer;2021-06-16 11:53:01.644000+02:00;
1919;case_148;Payment;Pay Travel;Payment_247;send;Customer;2021-06-16 11:53:05.530000+02:00;
1919;case_148;Payment;Payment Received;Payment_247;send;Customer;2021-06-16 11:53:05.530000+02:00;
1919;case_148;Ticket;Ticket Received;Ticket_249;receive;Customer;2021-06-16 11:53:29.658000+02:00;notification
1919;case_148;Confirmation;Booking Confirmed;Confirmation_248;receive;Customer;2021-06-16 11:53:31.495000+02:00;notification
2020;case_151;Offer;Check Travel Offer;Offer_250;receive;Customer;2021-06-16 11:53:41.742000+02:00;
2020;case_151;Offer;Check Travel Offer;Offer_250;receive;Customer;2021-06-16 11:53:43.351000+02:00;
2020;case_151;Travel;Book Travel;Travel_251;send;Customer;2021-06-16 11:53:47.519000+02:00;
2020;case_151;Travel;Book Received;Travel_251;send;Customer;2021-06-16 11:53:47.519000+02:00;
2020;case_151;Payment;Pay Travel;Payment_252;send;Customer;2021-06-16 11:54:17.934000+02:00;
2020;case_151;Payment;Payment Received;Payment_252;send;Customer;2021-06-16 11:54:17.934000+02:00;
2020;case_151;Ticket;Ticket Received;Ticket_254;receive;Customer;2021-06-16 11:54:39.733000+02:00;notification
2020;case_151;Confirmation;Booking Confirmed;Confirmation_253;receive;Customer;2021-06-16 11:54:41.601000+02:00;notification
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:54:48.608000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:54:57.051000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:55:10.336000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:55:23.071000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:55:36.285000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:55:46.722000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:56:00.024000+02:00;
2121;case_154;Offer;Check Travel Offer;Offer_255;receive;Customer;2021-06-16 11:56:04.955000+02:00;
2121;case_154;Travel;Book Travel;Travel_256;send;Customer;2021-06-16 11:56:17.516000+02:00;
2121;case_154;Travel;Book Received;Travel_256;send;Customer;2021-06-16 11:56:17.516000+02:00;
2121;case_154;Payment;Pay Travel;Payment_257;send;Customer;2021-06-16 11:56:25.300000+02:00;
2121;case_154;Payment;Payment Received;Payment_257;send;Customer;2021-06-16 11:56:25.300000+02:00;
2121;case_154;Ticket;Ticket Received;Ticket_259;receive;Customer;2021-06-16 11:56:56.675000+02:00;notification
2121;case_154;Confirmation;Booking Confirmed;Confirmation_258;receive;Customer;2021-06-16 11:56:59.214000+02:00;notification
2222;case_157;Offer;Check Travel Offer;Offer_260;receive;Customer;2021-06-16 11:57:05.806000+02:00;
2222;case_157;Offer;Check Travel Offer;Offer_260;receive;Customer;2021-06-16 11:57:19.637000+02:00;
2222;case_157;Travel;Book Travel;Travel_261;send;Customer;2021-06-16 11:57:30.168000+02:00;
2222;case_157;Travel;Book Received;Travel_261;send;Customer;2021-06-16 11:57:30.168000+02:00;
2222;case_157;Payment;Pay Travel;Payment_262;send;Customer;2021-06-16 11:57:40.325000+02:00;
2222;case_157;Payment;Payment Received;Payment_262;send;Customer;2021-06-16 11:57:40.325000+02:00;
2222;case_157;Ticket;Ticket Received;Ticket_264;receive;Customer;2021-06-16 11:58:07.411000+02:00;notification
2222;case_157;Confirmation;Booking Confirmed;Confirmation_263;receive;Customer;2021-06-16 11:58:11.636000+02:00;notification
2323;case_16;Offer;Check Travel Offer;Offer_25;receive;Customer;2021-06-16 11:03:00.840000+02:00;
2323;case_16;Offer;Check Travel Offer;Offer_25;receive;Customer;2021-06-16 11:03:11.784000+02:00;
2323;case_16;Travel;Book Travel;Travel_26;send;Customer;2021-06-16 11:03:15.500000+02:00;
2323;case_16;Travel;Book Received;Travel_26;send;Customer;2021-06-16 11:03:15.500000+02:00;
2323;case_16;Payment;Pay Travel;Payment_27;send;Customer;2021-06-16 11:03:22.266000+02:00;
2323;case_16;Payment;Payment Received;Payment_27;send;Customer;2021-06-16 11:03:22.266000+02:00;
2323;case_16;Ticket;Ticket Received;Ticket_29;receive;Customer;2021-06-16 11:03:25.489000+02:00;notification
2323;case_16;Confirmation;Booking Confirmed;Confirmation_28;receive;Customer;2021-06-16 11:03:27.238000+02:00;notification
2424;case_160;Offer;Check Travel Offer;Offer_265;receive;Customer;2021-06-16 11:58:28.303000+02:00;
2424;case_160;Travel;Book Travel;Travel_266;send;Customer;2021-06-16 11:58:40.025000+02:00;
2424;case_160;Travel;Book Received;Travel_266;send;Customer;2021-06-16 11:58:40.025000+02:00;
2424;case_160;Payment;Pay Travel;Payment_267;send;Customer;2021-06-16 11:58:47.398000+02:00;
2424;case_160;Payment;Payment Received;Payment_267;send;Customer;2021-06-16 11:58:47.398000+02:00;
2424;case_160;Ticket;Ticket Received;Ticket_269;receive;Customer;2021-06-16 11:59:19.619000+02:00;notification
2424;case_160;Confirmation;Booking Confirmed;Confirmation_268;receive;Customer;2021-06-16 11:59:33.342000+02:00;notification
2525;case_163;Offer;Check Travel Offer;Offer_270;receive;Customer;2021-06-16 11:59:43.811000+02:00;
2525;case_163;Offer;Check Travel Offer;Offer_270;receive;Customer;2021-06-16 11:59:45.950000+02:00;
2525;case_163;Offer;Check Travel Offer;Offer_270;receive;Customer;2021-06-16 11:59:57.533000+02:00;
2525;case_163;Travel;Book Travel;Travel_271;send;Customer;2021-06-16 11:59:59.846000+02:00;
2525;case_163;Travel;Book Received;Travel_271;send;Customer;2021-06-16 11:59:59.846000+02:00;
2525;case_163;Payment;Pay Travel;Payment_272;send;Customer;2021-06-16 12:00:27.204000+02:00;
2525;case_163;Payment;Payment Received;Payment_272;send;Customer;2021-06-16 12:00:27.204000+02:00;
2525;case_163;Ticket;Ticket Received;Ticket_274;receive;Customer;2021-06-16 12:01:00.411000+02:00;notification
2525;case_163;Confirmation;Booking Confirmed;Confirmation_273;receive;Customer;2021-06-16 12:01:05.995000+02:00;notification
2626;case_166;Offer;Check Travel Offer;Offer_275;receive;Customer;2021-06-16 12:01:11.651000+02:00;
2626;case_166;Offer;Check Travel Offer;Offer_275;receive;Customer;2021-06-16 12:01:16.634000+02:00;
2626;case_166;Travel;Book Travel;Travel_276;send;Customer;2021-06-16 12:01:30.314000+02:00;
2626;case_166;Travel;Book Received;Travel_276;send;Customer;2021-06-16 12:01:30.314000+02:00;
2626;case_166;Payment;Pay Travel;Payment_277;send;Customer;2021-06-16 12:01:48.056000+02:00;
2626;case_166;Payment;Payment Received;Payment_277;send;Customer;2021-06-16 12:01:48.056000+02:00;
2626;case_166;Ticket;Ticket Received;Ticket_279;receive;Customer;2021-06-16 12:02:22.311000+02:00;notification
2626;case_166;Confirmation;Booking Confirmed;Confirmation_278;receive;Customer;2021-06-16 12:02:30.680000+02:00;notification
2727;case_169;Offer;Check Travel Offer;Offer_280;receive;Customer;2021-06-16 12:02:38.905000+02:00;
2727;case_169;Offer;Check Travel Offer;Offer_280;receive;Customer;2021-06-16 12:02:49.588000+02:00;
2727;case_169;Offer;Check Travel Offer;Offer_280;receive;Customer;2021-06-16 12:03:01.693000+02:00;
2727;case_169;Offer;Check Travel Offer;Offer_280;receive;Customer;2021-06-16 12:03:14.807000+02:00;
2727;case_169;Offer;Check Travel Offer;Offer_280;receive;Customer;2021-06-16 12:03:35.332000+02:00;
2727;case_169;Travel;Book Travel;Travel_281;send;Customer;2021-06-16 12:03:57.494000+02:00;
2727;case_169;Travel;Book Received;Travel_281;send;Customer;2021-06-16 12:03:57.494000+02:00;
2727;case_169;Payment;Pay Travel;Payment_282;send;Customer;2021-06-16 12:04:06.812000+02:00;
2727;case_169;Payment;Payment Received;Payment_282;send;Customer;2021-06-16 12:04:06.812000+02:00;
2727;case_169;Ticket;Ticket Received;Ticket_284;receive;Customer;2021-06-16 12:04:33.021000+02:00;notification
2727;case_169;Confirmation;Booking Confirmed;Confirmation_283;receive;Customer;2021-06-16 12:04:37.471000+02:00;notification
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:04:45.619000+02:00;
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:04:59.354000+02:00;
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:05:16.391000+02:00;
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:05:21.637000+02:00;
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:05:28.784000+02:00;
2828;case_172;Offer;Check Travel Offer;Offer_285;receive;Customer;2021-06-16 12:05:34.655000+02:00;
2828;case_172;Travel;Book Travel;Travel_286;send;Customer;2021-06-16 12:05:57.982000+02:00;
2828;case_172;Travel;Book Received;Travel_286;send;Customer;2021-06-16 12:05:57.982000+02:00;
2828;case_172;Payment;Pay Travel;Payment_287;send;Customer;2021-06-16 12:06:09.036000+02:00;
2828;case_172;Payment;Payment Received;Payment_287;send;Customer;2021-06-16 12:06:09.036000+02:00;
2828;case_172;Ticket;Ticket Received;Ticket_289;receive;Customer;2021-06-16 12:06:36.547000+02:00;notification
2828;case_172;Confirmation;Booking Confirmed;Confirmation_288;receive;Customer;2021-06-16 12:06:41.098000+02:00;notification
2929;case_175;Offer;Check Travel Offer;Offer_290;receive;Customer;2021-06-16 12:06:57.915000+02:00;
2929;case_175;Travel;Book Travel;Travel_291;send;Customer;2021-06-16 12:07:02.383000+02:00;
2929;case_175;Travel;Book Received;Travel_291;send;Customer;2021-06-16 12:07:02.383000+02:00;
2929;case_175;Payment;Pay Travel;Payment_292;send;Customer;2021-06-16 12:07:19.250000+02:00;
2929;case_175;Payment;Payment Received;Payment_292;send;Customer;2021-06-16 12:07:19.250000+02:00;
2929;case_175;Ticket;Ticket Received;Ticket_294;receive;Customer;2021-06-16 12:07:34.332000+02:00;notification
2929;case_175;Confirmation;Booking Confirmed;Confirmation_293;receive;Customer;2021-06-16 12:07:45.836000+02:00;notification
3030;case_178;Offer;Check Travel Offer;Offer_295;receive;Customer;2021-06-16 12:07:52.007000+02:00;
3030;case_178;Travel;Book Travel;Travel_296;send;Customer;2021-06-16 12:08:01.793000+02:00;
3030;case_178;Travel;Book Received;Travel_296;send;Customer;2021-06-16 12:08:01.793000+02:00;
3030;case_178;Payment;Pay Travel;Payment_297;send;Customer;2021-06-16 12:08:07.728000+02:00;
3030;case_178;Payment;Payment Received;Payment_297;send;Customer;2021-06-16 12:08:07.728000+02:00;
3030;case_178;Ticket;Ticket Received;Ticket_299;receive;Customer;2021-06-16 12:08:37.217000+02:00;notification
3030;case_178;Confirmation;Booking Confirmed;Confirmation_298;receive;Customer;2021-06-16 12:08:41.861000+02:00;notification
3131;case_181;Offer;Check Travel Offer;Offer_300;receive;Customer;2021-06-16 12:09:12.303000+02:00;
3131;case_181;Offer;Check Travel Offer;Offer_300;receive;Customer;2021-06-16 12:09:18.706000+02:00;
3131;case_181;Travel;Book Travel;Travel_301;send;Customer;2021-06-16 12:09:26.524000+02:00;
3131;case_181;Travel;Book Received;Travel_301;send;Customer;2021-06-16 12:09:26.524000+02:00;
3131;case_181;Payment;Pay Travel;Payment_302;send;Customer;2021-06-16 12:09:37.736000+02:00;
3131;case_181;Payment;Payment Received;Payment_302;send;Customer;2021-06-16 12:09:37.736000+02:00;
